,PMCID,PMID,Publisher,Journal,Title,Cost(£),Article_or_Book,TP_notes,Extracted_date,PMC_Title,PMC_DOI,PMC_isOpenAccess,PMC_Journal,PMC_Pub_Year,PMC_Pub_Type,PMC_Citation_Count,Notes,PMC_Journal_ISSN
74,PMC3834139 ,23159264,Elsevier,American Journal of Preventive Medicine,Financial incentives to promote active travel: an evidence review and economic framework,2377.65,Article,,23/03/2014,Financial incentives to promote active travel: an evidence review and economic framework.,10.1016/j.amepre.2012.09.001,Y,Am J Prev Med,2012,"journal article, review, research support, non-u.s. gov't",3,,0749-3797
75,PMC3708126,22099364,Elsevier ,American Journal of Preventive Medicine ,Sickle Cell Disease in Africa; a neglected cause of early childhood mortality ,1834.77,Article,,23/03/2014,Sickle cell disease in Africa: a neglected cause of early childhood mortality.,10.1016/j.amepre.2011.09.013,Y,Am J Prev Med,2011,"journal article, research support, non-u.s. gov't",7,,0749-3797
76,PMC23732871,,American Psychiatric Association,American Journal of Psychiatry,Methamphetamine-induced disruption of frontostriatal reward learning signals: relation to psychotic symptoms,2351.73,Article,,23/03/2014,,,,,,,,PMCID not found,
77,PMC3673232,23409903,American Public Health Association,American Journal of Public Health,Health co-benefits and transportation-related reductions in greenhouse gas emissions in the San Francisco bay area,1422.25,Article,,23/03/2014,Health cobenefits and transportation-related reductions in greenhouse gas emissions in the San Francisco Bay area.,10.2105/ajph.2012.300939,N,Am J Public Health,2013,"journal article, research support, non-u.s. gov't",2,,0090-0036
78,PMC23331923,,Wiley-Blackwell,American Journal of Transplantation,TNFa from classically activated macrophages accentuates epithelial to mesenchymal transitions in obliterative bronchiolitis,1884.3,Article,,23/03/2014,,,,,,,,PMCID not found,
79,PMC3746108,23750746,Wiley-Blackwell,American Journal of Transplantation,Biliary epithelial senescence and plasticity in acute cellular rejection,2373.84,Article,,23/03/2014,Biliary epithelial senescence and plasticity in acute cellular rejection.,10.1111/ajt.12271,Y,Am J Transplant,2013,"journal article, research support, non-u.s. gov't, comparative study",0,,1600-6135
80,PMC3440570,22500984,"Wiley-Blackwell, John Wiley & Sons",American Journal of Transplantation,Low dose rapamycin treatment increases the ability of human regulatory T cells to inhibit transplant arteriosclerosis in vivo,1900.7,Article,,23/03/2014,Low-dose rapamycin treatment increases the ability of human regulatory T cells to inhibit transplant arteriosclerosis in vivo.,10.1111/j.1600-6143.2012.04065.x,Y,Am J Transplant,2012,"journal article, research support, non-u.s. gov't",11,,1600-6135
81,PMC3752809,23589533,Sheridan Press,American Journal of Tropical Medicine & Hygiene,Asymptomatic Plasmodium infection and cognition among primary schoolchildren in a high malaria transmission setting in Uganda,1646.36,Article,,23/03/2014,Asymptomatic Plasmodium infection and cognition among primary schoolchildren in a high malaria transmission setting in Uganda.,10.4269/ajtmh.12-0633,Y,Am J Trop Med Hyg,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",3,,0002-9637
82,PMC3752812,23589534,Sheridan Press,American Journal of Tropical Medicine & Hygiene,Selection of antimalarial drug resistance after intermittent preventive treatment of infants and children (IPTi/c) in Senegal,1646.36,Article,,23/03/2014,Selection of antimalarial drug resistance after intermittent preventive treatment of infants and children (IPTi/c) in Senegal.,10.4269/ajtmh.12-0739,Y,Am J Trop Med Hyg,2013,"journal article, research support, non-u.s. gov't",0,,0002-9637
83,PMC3516312,22927495,Sheridan Press,American Journal of Tropical Medicine & Hygiene,Assessment of the Molecular Marker of Plasmodium falciparum Chloroquine Resistance in Senegal after several years of chloroquine withdrawal.,1651.3,Article,,23/03/2014,Assessment of the molecular marker of Plasmodium falciparum chloroquine resistance (Pfcrt) in Senegal after several years of chloroquine withdrawal.,10.4269/ajtmh.2012.11-0709,Y,Am J Trop Med Hyg,2012,"journal article, research support, non-u.s. gov't",10,,0002-9637
84,,,American Society for Nutrition,American Society for Nutrition,The association between breastfeeding and HIV on postpartum maternal weight changes over 24 months in rural South Africa,45.94,Article,Possibly: http://jn.nutrition.org/content/143/7/1168.abstract,23/03/2014,,,,,,,,Unable to match title to PMCID,
85,PMC3475971,22918538,Springer,Anal Bioanal Chem.,Fragment screening of cyclin G-associated kinase by weak affinity chromatography.,1902.97,Article,,23/03/2014,Fragment screening of cyclin G-associated kinase by weak affinity chromatography.,10.1007/s00216-012-6335-6,Y,Anal Bioanal Chem,2012,journal article,2,,1618-2642
86,PMC3740237,21211507,Elsevier,Analytical Biochemistry,An expression system for screening of proteins for glycan and protein interactions.,2381.62,Article,,23/03/2014,An expression system for screening of proteins for glycan and protein interactions.,10.1016/j.ab.2010.12.036,Y,Anal Biochem,2011,"journal article, research support, non-u.s. gov't",2,,0003-2697
87,PMC3530960,23057555,American Chemical Society,Analytical Chemistry,Variable-Pitch Rectangular Cross-section Radiofrequency Coils for the Nitrogen-14 Nuclear Quadrupole Resonance Investigation of Sealed Medicines Packets,759.67,Article,,23/03/2014,Variable-pitch rectangular cross-section radiofrequency coils for the nitrogen-14 nuclear quadrupole resonance investigation of sealed medicines packets.,10.1021/ac3015643,Y,Anal Chem,2012,"journal article, research support, non-u.s. gov't",0,,0003-2700
88,PMC23072351,,American Chemical Society,Analytical Chemistry,Amphipathic polymers facilitate the study of functional membrane in the gas phase,2082.74,Article,,23/03/2014,,,,,,,,PMCID not found,
89,PMC3477822,23020125,American Chemical Society,Analytical Chemistry,Quantitative dynamics of phosphorproteome: the devil is in the details,2314.1,Article,,23/03/2014,Quantitative dynamics of phosphoproteome: the devil is in the details.,10.1021/ac301833k,Y,Anal Chem,2012,"journal article, research support, non-u.s. gov't",1,,0003-2700
90,PMC3738939 ,23670921,Wiley-VCH,Angew chems Int Ed,"Design and synthesis of cyclic ADP-4-thioribose as a stable equivalent of cyclic ADP-ribose, a calcium ion-mobilizing second messenger.",3026.17,Article,,23/03/2014,"Design and synthesis of cyclic ADP-4-thioribose as a stable equivalent of cyclic ADP-ribose, a calcium ion-mobilizing second messenger.",10.1002/anie.201302098,Y,Angew Chem Int Ed Engl,2013,"journal article, research support, non-u.s. gov't",0,,1433-7851
91,PMC3749465,23161730,Wiley,Angewande Chemie,Site-Specific Identification of the Abeta Fibril-Glycosaminoglycan Interaction Site using Solid State NMR Spectroscopy,2979.91,Article,,23/03/2014,Site-specific identification of an aβ fibril-heparin interaction site by using solid-state NMR spectroscopy.,10.1002/anie.201204459,Y,Angew Chem Int Ed Engl,2012,"journal article, research support, non-u.s. gov't",0,,1433-7851
92,PMC24123371,,Wiley,Angewandte Chemie,Cysteine Promoted C-terminal Hydrazinolysis of Native Peptides and Proteins,2250.0,Article,,23/03/2014,,,,,,,,PMCID not found,
93,PMC3547296,22961729,Wiley-Blackwell,Angewandte Chemie International Edition,Using ligand-mapping simulations to design a ligand selectively targeting a cryptic surface pocket of Polo-like kinase 1,2437.19,Article,,23/03/2014,Using ligand-mapping simulations to design a ligand selectively targeting a cryptic surface pocket of polo-like kinase 1.,10.1002/anie.201205676,Y,Angew Chem Int Ed Engl,2012,"journal article, research support, non-u.s. gov't",1,,1433-7851
94,PMC3555362 ,21472932,Wiley-Blackwell,Angewandte Chemie International Edition,From crystal-packing to molecular recognition: prediction and discovery of a binding site on the surface of Polo-like Kinase 1,2437.19,Article,,23/03/2014,From crystal packing to molecular recognition: prediction and discovery of a binding site on the surface of polo-like kinase 1.,10.1002/anie.201008019,Y,Angew Chem Int Ed Engl,2011,"journal article, research support, non-u.s. gov't",5,,1433-7851
95,PMC3556687,22730171,Wiley-Blackwell,Angewandte Chemie International Edition,High-throughput interrogation of ligand binding mode using a fluorescence-based assay,2437.19,Article,,23/03/2014,High-throughput interrogation of ligand binding mode using a fluorescence-based assay.,10.1002/anie.201202660,Y,Angew Chem Int Ed Engl,2012,"journal article, research support, non-u.s. gov't",3,,1433-7851
96,PMC3791410,24109147,Elsevier,Animal Behaviour,Metabolic rate and body size are linked with perception of temporal information,1806.38,Article,,23/03/2014,Metabolic rate and body size are linked with perception of temporal information.,10.1016/j.anbehav.2013.06.018,Y,Anim Behav,2013,journal article,0,,0003-3472
97,PMC3763379,24027342,Elsevier,Animal Behaviour,Faecal avoidance and selective foraging: Do wild mice have the luxury to avoid faeces?,1816.38,Article,,23/03/2014,Faecal avoidance and selective foraging: do wild mice have the luxury to avoid faeces?,10.1016/j.anbehav.2013.06.011,Y,Anim Behav,2013,journal article,0,,0003-3472
98,PMC3532623,22817777,Wiley,Annals of Human Genetics,Association of FTO gene variants with body composition in UK twins,2234.61,Article,,23/03/2014,Association of FTO gene variants with body composition in UK twins.,10.1111/j.1469-1809.2012.00720.x,Y,Ann Hum Genet,2012,"journal article, twin study, research support, non-u.s. gov't",1,,0003-4800
99,PMC3698700 ,22451201,Wiley,Annals of Neurology,Optic radiation tractography and vision in anterior temporal lobe resection,1500.0,Article,,23/03/2014,Optic radiation tractography and vision in anterior temporal lobe resection.,10.1002/ana.22619,Y,Ann Neurol,2012,"journal article, research support, non-u.s. gov't, comparative study",8,,0364-5134
100,PMC3580047,21446022,Wiley,Annals of Neurology,Mitochondrial DNA deletions and neurodegeneration in multiple sclerosis,2184.22,Article,,23/03/2014,Mitochondrial DNA deletions and neurodegeneration in multiple sclerosis.,10.1002/ana.22109,Y,Ann Neurol,2011,"journal article, research support, non-u.s. gov't",43,,0364-5134
101,PMC3582024,23381943,Wiley-Blackwell,Annals of Neurology,Ischaemic stroke is associated with the ABO locus: the Euroclot study,2276.48,Article,,23/03/2014,Ischemic stroke is associated with the ABO locus: the EuroCLOT study.,10.1002/ana.23838,Y,Ann Neurol,2013,"journal article, meta-analysis, twin study, research support, non-u.s. gov't, research support, u.s. gov't, non-p.h.s., research support, n.i.h., extramural, research support, n.i.h., intramural, research support, u.s. gov't, p.h.s.",2,,0364-5134
102,PMC3638323,23034917,Wiley,Annals of Neurology ,Glucocerebrosidase deficiency in substantia nigra of Parkinson's disease brains,2010.24,Article,,23/03/2014,Glucocerebrosidase deficiency in substantia nigra of parkinson disease brains.,10.1002/ana.23614,Y,Ann Neurol,2012,"journal article, research support, non-u.s. gov't",20,,0364-5134
103,PMC3698699,23424103,Wiley,Annals of Neurology ,Mutations in the autoregulatory domain of ?-tubulin 4a cause hereditary dystonia,2010.24,Article,,23/03/2014,Mutations in the autoregulatory domain of β-tubulin 4a cause hereditary dystonia.,10.1002/ana.23832,Y,Ann Neurol,2013,journal article,2,,0364-5134
104,PMC3783897,,Taylor & Francis,Annals of Science,"Systems, and How Linnaeus Looked At Them in Retrospect",2337.6,Article,,23/03/2014,Systems and How Linnaeus Looked at Them in Retrospect.,,Y,Ann Sci,2013,journal article,0,,0003-3790
105,PMC3817523,,Wiley,Annals of the New York Academy of Sciences,How serotonin shapes moral judgment and behavior,1500.0,Article,,23/03/2014,,,,,,,,PMCID not found,
106,PMC3495297,22830645,Wiley,Annals of the New York Academy of Sciences,What brain signals are suitable for feedback control of deep brain stimulation in Parkinson's disease,2293.27,Article,,23/03/2014,What brain signals are suitable for feedback control of deep brain stimulation in Parkinson's disease?,10.1111/j.1749-6632.2012.06650.x,Y,Ann N Y Acad Sci,2012,"journal article, research support, non-u.s. gov't",11,,0077-8923
107,PMC3535899 ,23089748,Cadmus Journal Services,Antimicobial Agents and Chemotherapy,Elevated chitin content reduces the susceptibility of Candida species to caspofungin,1831.18,Article,,23/03/2014,Elevated chitin content reduces the susceptibility of Candida species to caspofungin.,10.1128/aac.01486-12,N,Antimicrob Agents Chemother,2013,"journal article, research support, non-u.s. gov't",7,,0066-4804
108,PMC3811480 ,23856774,American Society for Microbiology,Antimicrobial Agents and Chemotherapy,The R Enantiomer of the Antitubercular Drug PA-824 as a Potential Oral Treatment for Visceral Leishmaniasis,1287.19,Article,,23/03/2014,The R enantiomer of the antitubercular drug PA-824 as a potential oral treatment for visceral Leishmaniasis.,10.1128/aac.00722-13,Y,Antimicrob Agents Chemother,2013,"journal article, research support, non-u.s. gov't",0,,0066-4804
109,PMC3553740,23208716,American Society for Microbiology,Antimicrobial Agents and Chemotherapy,Assessing the Essentiality of Leishmania donovani Nitroreductase and Its Role in Nitro Drug Activation,1287.2,Article,,23/03/2014,Assessing the essentiality of Leishmania donovani nitroreductase and its role in nitro drug activation.,10.1128/aac.01788-12,N,Antimicrob Agents Chemother,2013,"journal article, research support, non-u.s. gov't",0,,0066-4804
110,PMC3754341,23817378,American Society for Microbiology,Antimicrobial Agents and Chemotherapy,Immunoactivating peptide P4 augments alveolar macrophage phagocytosis in two diverse human populations,1521.66,Article,,23/03/2014,Immunoactivating Peptide p4 augments alveolar macrophage phagocytosis in two diverse human populations.,10.1128/aac.00742-13,Y,Antimicrob Agents Chemother,2013,"journal article, research support, non-u.s. gov't",0,,0066-4804
111,PMC3697379,23571538,ASM (American Society for Microbiology),Antimicrobial Agents and Chemotherapy,Comparison of a high-throughput high-content intracellular Leishmania donovani assay with an axenic amastigote assay,1299.39,Article,,23/03/2014,Comparison of a high-throughput high-content intracellular Leishmania donovani assay with an axenic amastigote assay.,10.1128/aac.02398-12,N,Antimicrob Agents Chemother,2013,"journal article, research support, non-u.s. gov't, comparative study",0,,0066-4804
